     0 0 0    8    1    8         744.162655	    4.9261	   914	    A+   
     0 0 0    8    2    6         982.911553	    1.6978	   705	    A+   
     0 0 0    8    2    7         885.600161	    0.7030	   1031	    A+   
     0 0 0    8    3    5        1050.157562	    2.3031	   708	    A+   
     0 0 0    8    3    6        1006.115716	    1.1981	   1014	    A+   
     0 0 0    8    4    4        1131.775460	    4.2210	   644	    A+   
     0 0 0    8    4    5        1122.708307	    0.4909	   939	    A+   
     0 0 0    8    5    3        1255.911463	    0.0835	   547	    A+   
     0 0 0    8    5    4        1255.166563	    0.1519	   752	    A+   
     0 0 0    8    6    2        1411.641797	    1.3020	   427	    A+   
     0 0 0    8    6    3        1411.611337	    0.5465	   617	    A+   
     0 0 0    8    7    1        1590.690578	    5.8144	   296	    A+   
     0 0 0    8    7    2        1590.690069	   33.9176	   420	    A+   
     0 0 0    8    8    0        1789.042598	   39.3095	   145	    A+   
     0 0 0    8    8    1        1789.042594	   20.2603	   205	    A+   
     0 0 0    9    0    9         920.167983	   70.8661	   768	    A+   
     0 0 0    9    1    8        1079.079218	    4.7662	   857	    A+   
     0 0 0    9    1    9         920.209761	  131.5638	   538	    A+   
     0 0 0    9    2    7        1201.920987	    1.5615	   817	    A+   
     0 0 0    9    2    8        1080.385312	    1.0639	   609	    A+   
     0 0 0    9    3    6        1282.918754	    2.0833	   764	    A+   
     0 0 0    9    3    7        1216.231139	    0.8896	   624	    A+   
     0 0 0    9    4    5        1360.235019	    2.2943	   727	    A+   
     0 0 0    9    4    6        1340.884536	    0.5961	   510	    A+   
     0 0 0    9    5    4        1477.297206	    0.8013	   606	    A+   
     0 0 0    9    5    5        1474.980256	    0.5101	   467	    A+   
     0 0 0    9    6    3        1631.383000	    0.4642	   494	    A+   
     0 0 0    9    6    4        1631.245277	    0.8280	   347	    A+   
     0 0 0    9    7    2        1810.587684	    1.0016	   380	    A+   
     0 0 0    9    7    3        1810.583032	    0.7339	   238	    A+   
     0 0 0    9    8    1        2009.804689	   30.7745	   245	    A+   
     0 0 0    9    8    2        2009.805068	   38.1249	   158	    A+   
     0 0 0    9    9    0        2225.468752	   31.6197	   136	    A+   
     0 0 0    9    9    1        2225.468758	   46.3323	   97	    A+   
     0 0 0    10    0    10        1114.531325	   52.6868	   431	    A+   
     0 0 0    10    1    9        1293.017258	   50.1715	   476	    A+   
     0 0 0    10    1    10        1114.549317	   64.5811	   627	    A+   
     0 0 0    10    2    8        1437.967761	    4.2848	   470	    A+   
     0 0 0    10    2    9        1293.633689	    0.0049	   681	    A+   
     0 0 0    10    3    7        1538.148779	    0.7213	   395	    A+   
     0 0 0    10    3    8        1446.127884	    0.9243	   672	    A+   
     0 0 0    10    4    6        1616.452380	    3.5507	   357	    A+   
     0 0 0    10    4    7        1581.335685	    2.2366	   618	    A+   
     0 0 0    10    5    5        1724.704712	    3.9210	   346	    A+   
     0 0 0    10    5    6        1718.718463	    0.7222	   504	    A+   
     0 0 0    10    6    4        1875.461321	    2.2674	   269	    A+   
     0 0 0    10    6    5        1874.972699	    1.6319	   390	    A+   
     0 0 0    10    7    3        2054.368130	   29.9689	   184	    A+   
     0 0 0    10    7    4        2054.344798	    4.0718	   305	    A+   
     0 0 0    10    8    2        2254.284017	    1.5962	   133	    A+   
     0 0 0    10    8    3        2254.283321	    1.6035	   227	    A+   
     0 0 0    10    9    1        2471.254967	   46.7414	   97	    A+   
     0 0 0    10    9    2        2471.254584	   20.3462	   150	    A+   
     0 0 0    10    10    0        2701.888044	  116.6344	   56	    A+   
     0 0 0    10    10    1        2701.888043	   80.5672	   89	    A+   
     0 0 0    11    0    11        1327.109566	   45.8991	   505	    A+   
     0 0 0    11    1    10        1524.847265	   28.7752	   518	    A+   
     0 0 0    11    1    11        1327.116546	   41.9106	   316	    A+   
     0 0 0    11    2    9        1690.663621	   35.4213	   523	    A+   
     0 0 0    11    2    10        1525.134990	   29.7256	   358	    A+   
     0 0 0    11    3    8        1813.222646	    0.2963	   450	    A+   
     0 0 0    11    3    9        1695.067671	   32.8679	   346	    A+   
     0 0 0    11    4    7        1899.007485	    1.1153	   389	    A+   
     0 0 0    11    4    8        1843.028805	    2.1038	   292	    A+   
     0 0 0    11    5    6        1998.994806	    2.2412	   367	    A+   
     0 0 0    11    5    7        1985.784203	    1.0370	   268	    A+   
     0 0 0    11    6    5        2144.045784	    1.8942	   332	    A+   
     0 0 0    11    6    6        2142.596711	    1.3872	   211	    A+   
     0 0 0    11    7    4        2321.905015	   30.3040	   251	    A+   
     0 0 0    11    7    5        2321.811693	   33.2166	   141	    A+   
     0 0 0    11    8    3        2522.264517	   40.3499	   180	    A+   
     0 0 0    11    8    4        2522.260689	   89.0490	   110	    A+   
     0 0 0    11    9    2        2740.420416	    4.6594	   129	    A+   
     0 0 0    11    9    3        2740.420434	    4.3353	   92	    A+   
     0 0 0    11    10    1        2972.828092	   53.0868	   89	    A+   
     0 0 0    11    10    2        2972.828069	   35.3898	   63	    A+   
     0 0 0    11    11    0        3216.192570	   77.9800	   50	    A+   
     0 0 0    11    11    1        3216.192574	   72.3390	   38	    A+   
     0 0 0    12    0    12        1557.843613	   56.1151	   265	    A+   
     0 0 0    12    1    11        1774.615272	   28.4667	   286	    A+   
     0 0 0    12    1    12        1557.847098	  321.4286	   374	    A+   
     0 0 0    12    2    10        1960.206148	   23.8253	   258	    A+   
     0 0 0    12    2    11        1774.750343	   28.0576	   390	    A+   
     0 0 0    12    3    9        2105.866650	    4.3114	   225	    A+   
     0 0 0    12    3    10        1962.506167	    4.0374	   383	    A+   
     0 0 0    12    4    8        2205.651806	   25.3769	   196	    A+   
     0 0 0    12    4    9        2124.949926	    1.8915	   322	    A+   
     0 0 0    12    5    7        2300.684098	    4.4088	   177	    A+   
     0 0 0    12    5    8        2275.371918	    3.0283	   277	    A+   
     0 0 0    12    6    6        2437.501098	   14.2922	   157	    A+   
     0 0 0    12    6    7        2433.799060	    2.6342	   232	    A+   
     0 0 0    12    7    5        2613.103859	    8.1112	   122	    A+   
     0 0 0    12    7    6        2612.799087	    2.8486	   209	    A+   
     0 0 0    12    8    4        2813.527337	   42.2764	   73	    A+   
     0 0 0    12    8    5        2813.511419	   10.1627	   124	    A+   
     0 0 0    12    9    3        3032.690048	   66.2276	   73	    A+   
     0 0 0    12    9    4        3032.689693	   66.7833	   111	    A+   
     0 0 0    12    10    2        3266.763812	  321.4286	   42	    A+   
     0 0 0    12    10    3        3266.762973	  169.6911	   69	    A+   
     0 0 0    12    11    1        3512.403829	  337.7111	   45	    A+   
     0 0 0    12    11    2        3512.403828	  157.2788	   61	    A+   
     0 0 0    12    12    0        3766.378937	  914.4934	   23	    A+   
     0 0 0    12    12    1        3766.378930	 5130.0000	   33	    A+   
     0 0 0    13    0    13        1806.669443	   56.1151	   284	    A+   
     0 0 0    13    1    12        2042.309835	   31.1892	   308	    A+   
     0 0 0    13    1    13        1806.670093	   59.4512	   190	    A+   
     0 0 0    13    2    11        2246.883885	   17.9781	   278	    A+   
     0 0 0    13    2    12        2042.372678	   30.3863	   196	    A+   
     0 0 0    13    3    10        2414.721981	    4.0714	   241	    A+   
     0 0 0    13    3    11        2248.063200	    9.0358	   173	    A+   
     0 0 0    13    4    9        2533.791745	    3.6870	   202	    A+   
     0 0 0    13    4    10        2426.195253	    2.7677	   165	    A+   
     0 0 0    13    5    8        2629.332949	   45.8624	   217	    A+   
     0 0 0    13    5    9        2586.528771	    5.2148	   139	    A+   
     0 0 0    13    6    7        2756.414221	   33.3169	   167	    A+   
     0 0 0    13    6    8        2748.098710	    2.1868	   123	    A+   
     0 0 0    13    7    6        2927.939907	   18.2757	   155	    A+   
     0 0 0    13    7    7        2927.074144	   50.4162	   81	    A+   
     0 0 0    13    8    5        3127.860993	   43.9990	   121	    A+   
     0 0 0    13    8    6        3127.801504	  114.1651	   65	    A+   
     0 0 0    13    9    4        3347.781988	  120.8865	   91	    A+   
     0 0 0    13    9    5        3347.780322	  125.2354	   56	    A+   
     0 0 0    13    10    3        3583.370632	  246.9060	   68	    A+   
     0 0 0    13    10    4        3583.372452	  114.3638	   38	    A+   
     0 0 0    13    11    2        3831.176001	  267.3032	   58	    A+   
     0 0 0    13    11    3        3831.176019	   88.1149	   35	    A+   
     0 0 0    13    12    1        4087.977618	   62.9128	   42	    A+   
     0 0 0    13    12    2        4087.977619	  362.1730	   29	    A+   
     0 0 0    13    13    0        4350.586698	  250.5255	   30	    A+   
     0 0 0    13    13    1        4350.586705	  189.3860	   23	    A+   
     0 0 0    14    0    14        2073.514207	   95.5777	   138	    A+   
     0 0 0    14    1    13        2327.882607	   43.3572	   139	    A+   
     0 0 0    14    1    14        2073.513638	  105.6782	   215	    A+   
     0 0 0    14    2    12        2550.881588	   30.5350	   143	    A+   
     0 0 0    14    2    13        2327.912584	   42.3834	   220	    A+   
     0 0 0    14    3    11        2739.427650	  147.9047	   110	    A+   
     0 0 0    14    3    12        2551.482136	   16.5371	   188	    A+   
     0 0 0    14    4    10        2880.832550	    2.2725	   94	    A+   
     0 0 0    14    4    11        2746.022453	   14.5729	   198	    A+   
     0 0 0    14    5    9        2983.395192	   21.9216	   80	    A+   
     0 0 0    14    5    10        2918.243701	   10.3194	   159	    A+   
     0 0 0    14    6    8        3101.439812	   21.0863	   78	    A+   
     0 0 0    14    6    9        3084.834701	    2.8166	   145	    A+   
     0 0 0    14    7    7        3266.512844	  102.3413	   61	    A+   
     0 0 0    14    7    8        3264.336151	   34.8133	   129	    A+   
     0 0 0    14    8    6        3465.068605	   60.5878	   53	    A+   
     0 0 0    14    8    7        3464.886303	   89.5095	   93	    A+   
     0 0 0    14    9    5        3685.418009	   94.9538	   36	    A+   
     0 0 0    14    9    6        3685.406598	   39.2906	   71	    A+   
     0 0 0    14    10    4        3922.329274	  370.3704	   39	    A+   
     0 0 0    14    10    5        3922.329372	   39.0192	   71	    A+   
     0 0 0    14    11    3        4172.150849	  163.7447	   37	    A+   
     0 0 0    14    11    4        4172.150229	  152.6841	   54	    A+   
     0 0 0    14    12    2        4431.635605	  231.2334	   28	    A+   
     0 0 0    14    12    3        4431.635603	   62.0424	   39	    A+   
     0 0 0    14    13    1        4697.658682	  236.0517	   26	    A+   
     0 0 0    14    13    2        4697.658682	  309.1155	   39	    A+   
     0 0 0    14    14    0        4967.039318	  212.1131	   18	    A+   
     0 0 0    14    14    1        4967.039319	   17.0561	   25	    A+   
     0 0 0    15    0    15        2358.299605	   95.5777	   155	    A+   
     0 0 0    15    1    14        2631.267089	   37.5814	   157	    A+   
     0 0 0    15    1    15        2358.300477	  500.0000	   101	    A+   
     0 0 0    15    2    13        2872.273108	   29.5936	   139	    A+   
     0 0 0    15    2    14        2631.282315	   14.5652	   91	    A+   
     0 0 0    15    3    12        3080.177669	   32.9725	   128	    A+   
     0 0 0    15    3    13        2872.578823	  169.8349	   88	    A+   
     0 0 0    15    4    11        3244.599315	    6.4911	   114	    A+   
     0 0 0    15    4    12        3083.864371	  145.5133	   72	    A+   
     0 0 0    15    5    10        3360.598935	  128.5144	   110	    A+   
     0 0 0    15    5    11        3269.538649	  108.6310	   71	    A+   
     0 0 0    15    6    9        3472.880107	   58.8701	   100	    A+   
     0 0 0    15    6    10        3443.189825	    2.8969	   68	    A+   
     0 0 0    15    7    8        3629.094343	   69.5819	   92	    A+   
     0 0 0    15    7    9        3624.179123	   18.1015	   54	    A+   
     0 0 0    15    8    7        3824.996396	   78.0829	   70	    A+   
     0 0 0    15    8    8        3824.496990	  110.5306	   46	    A+   
     0 0 0    15    9    6        4045.320608	  157.1707	   68	    A+   
     0 0 0    15    9    7        4045.283894	  240.7060	   35	    A+   
     0 0 0    15    10    5        4283.306962	  118.1278	   56	    A+   
     0 0 0    15    10    6        4283.304417	  137.8146	   32	    A+   
     0 0 0    15    11    4        4534.961265	  269.6958	   59	    A+   
     0 0 0    15    11    5        4534.961430	  322.5806	   35	    A+   
     0 0 0    15    12    3        4796.968203	  231.9663	   45	    A+   
     0 0 0    15    12    4        4796.968204	  160.4343	   36	    A+   
     0 0 0    15    13    2        5066.227225	   81.3182	   36	    A+   
     0 0 0    15    13    3        5066.227225	  176.1877	   22	    A+   
     0 0 0    15    14    1        5339.669676	  139.5340	   28	    A+   
     0 0 0    15    14    2        5339.669677	  158.3460	   20	    A+   
     0 0 0    15    15    0        5614.086027	  148.6993	   25	    A+   
     0 0 0    15    15    1        5614.086028	  146.9951	   17	    A+   
     0 0 0    16    0    16        2660.944848	   95.5777	   66	    A+   
     0 0 0    16    1    15        2952.386349	  462.7255	   52	    A+   
     0 0 0    16    1    16        2660.944001	  100.0000	   111	    A+   
     0 0 0    16    2    14        3211.054821	  152.1555	   71	    A+   
     0 0 0    16    2    15        2952.391947	   17.4834	   109	    A+   
     0 0 0    16    3    13        3437.275135	   77.3430	   57	    A+   
     0 0 0    16    3    14        3211.211311	   24.5938	   116	    A+   
     0 0 0    16    4    12        3623.763095	  163.2665	   60	    A+   
     0 0 0    16    4    13        3439.305255	    2.6114	   114	    A+   
     0 0 0    16    5    11        3758.395568	  134.0283	   51	    A+   
     0 0 0    16    5    12        3639.536937	  118.1716	   92	    A+   
     0 0 0    16    6    10        3870.199843	  102.7821	   51	    A+   
     0 0 0    16    6    11        3822.243497	    7.2345	   94	    A+   
     0 0 0    16    7    9        4016.132709	   32.1898	   42	    A+   
     0 0 0    16    7    10        4006.071096	    1.6398	   81	    A+   
     0 0 0    16    8    8        4207.560462	  156.4875	   36	    A+   
     0 0 0    16    8    9        4206.329886	   32.1678	   71	    A+   
     0 0 0    16    9    7        4427.225304	  133.9057	   42	    A+   
     0 0 0    16    9    8        4427.119336	   32.1197	   56	    A+   
     0 0 0    16    10    6        4665.978872	   29.7816	   21	    A+   
     0 0 0    16    10    7        4665.972208	   47.3876	   58	    A+   
     0 0 0    16    11    5        4919.251124	  270.2703	   32	    A+   
     0 0 0    16    11    6        4919.250881	   56.8150	   47	    A+   
     0 0 0    16    12    4        5183.589321	   31.9185	   29	    A+   
     0 0 0    16    12    5        5183.589327	   42.4596	   48	    A+   
     0 0 0    16    13    3        5455.886835	   21.7817	   24	    A+   
     0 0 0    16    13    4        5455.886829	   30.3100	   39	    A+   
     0 0 0    16    14    2        5733.151603	   14.1611	   23	    A+   
     0 0 0    16    14    3        5733.151594	   36.2054	   27	    A+   
     0 0 0    16    15    1        6012.342786	   19.8486	   14	    A+   
     0 0 0    16    15    2        6012.342784	   83.8964	   23	    A+   
     0 0 0    16    16    0        6290.181737	  211.3904	   12	    A+   
     0 0 0    16    16    1        6290.181733	  188.2160	   16	    A+   
     0 0 0    17    0    17        2981.357501	   11.0230	   96	    A+   
     0 0 0    17    1    16        3291.146943	   85.5805	   86	    A+   
     0 0 0    17    1    17        2981.358393	   20.4943	   47	    A+   
     0 0 0    17    2    15        3567.171586	   28.7140	   84	    A+   
     0 0 0    17    2    16        3291.148843	  100.0000	   47	    A+   
     0 0 0    17    3    14        3810.933950	    7.6237	   89	    A+   
     0 0 0    17    3    15        3567.252375	  129.4848	   50	    A+   
     0 0 0    17    4    13        4017.906251	    1.6441	   84	    A+   
     0 0 0    17    4    14        3812.044839	  116.8185	   51	    A+   
     0 0 0    17    5    12        4174.284533	    5.7351	   75	    A+   
     0 0 0    17    5    13        4027.504260	  133.0929	   55	    A+   
     0 0 0    17    6    11        4291.904709	   30.0908	   73	    A+   
     0 0 0    17    6    12        4221.038099	   66.7367	   46	    A+   
     0 0 0    17    7    10        4428.112263	   28.6942	   83	    A+   
     0 0 0    17    7    11        4409.342777	  114.1966	   47	    A+   
     0 0 0    17    8    9        4612.789318	   41.0472	   65	    A+   
     0 0 0    17    8    10        4610.020527	  112.9792	   45	    A+   
     0 0 0    17    9    8        4830.892284	   45.0376	   66	    A+   
     0 0 0    17    9    9        4830.612802	  146.9948	   35	    A+   
     0 0 0    17    10    7        5070.029064	   56.2784	   52	    A+   
     0 0 0    17    10    8        5070.007974	  206.2219	   24	    A+   
     0 0 0    17    11    6        5324.664264	   77.4448	   42	    A+   
     0 0 0    17    11    7        5324.663693	   41.0072	   22	    A+   
     0 0 0    17    12    5        5591.118350	   74.5474	   38	    A+   
     0 0 0    17    12    6        5591.117981	   67.7809	   24	    A+   
     0 0 0    17    13    4        5866.240234	   88.3660	   34	    A+   
     0 0 0    17    13    5        5866.240235	   92.7167	   19	    A+   
     0 0 0    17    14    3        6147.079732	  100.5646	   29	    A+   
     0 0 0    17    14    4        6147.079706	   12.4845	   23	    A+   
     0 0 0    17    15    2        6430.720722	  148.2036	   24	    A+   
     0 0 0    17    15    3        6430.720746	   12.5921	   18	    A+   
     0 0 0    17    16    1        6714.118062	  173.4611	   16	    A+   
     0 0 0    17    16    2        6714.118063	  178.4763	   14	    A+   
     0 0 0    17    17    0        6993.877543	  244.8834	   13	    A+   
     0 0 0    17    17    1        6993.877557	  299.2497	   11	    A-   
     0 0 0    18    0    18        3319.447123	  100.0000	   38	    A+   
     0 0 0    18    1    17        3647.459408	  450.0000	   46	    A+   
     0 0 0    18    1    18        3319.445707	   23.9384	   67	    A+   
     0 0 0    18    2    16        3940.542634	   43.0498	   42	    A+   
     0 0 0    18    2    17        3647.457982	   33.1445	   75	    A+   
     0 0 0    18    3    15        4201.248578	  159.4331	   41	    A+   
     0 0 0    18    3    16        3940.584457	   32.4456	   77	    A+   
     0 0 0    18    4    14        4427.162344	  151.6084	   49	    A+   
     0 0 0    18    4    15        4201.855375	    5.4264	   73	    A+   
     0 0 0    18    5    13        4606.166168	  204.3911	   47	    A+   
     0 0 0    18    5    14        4432.856812	   34.3610	   77	    A+   
     0 0 0    18    6    12        4735.842792	  150.3539	   35	    A+   
     0 0 0    18    6    13        4638.642156	   38.6514	   72	    A+   
     0 0 0    18    7    11        4865.224748	   97.5436	   44	    A+   
     0 0 0    18    7    12        4833.205961	   47.6694	   62	    A+   
     0 0 0    18    8    10        5040.856669	  115.6467	   34	    A+   
     0 0 0    18    8    11        5035.124163	   48.1597	   67	    A+   
     0 0 0    18    9    9        5256.114704	  157.3231	   31	    A+   
     0 0 0    18    9    10        5255.446205	   41.7650	   57	    A+   
     0 0 0    18    10    8        5495.146709	   30.1089	   24	    A+   
     0 0 0    18    10    9        5495.088088	   52.1484	   51	    A+   
     0 0 0    18    11    7        5750.850470	   30.3642	   18	    A+   
     0 0 0    18    11    8        5750.847545	   70.2287	   44	    A+   
     0 0 0    18    12    6        6019.179757	   34.2903	   28	    A+   
     0 0 0    18    12    7        6019.178793	   79.8438	   43	    A+   
     0 0 0    18    13    5        6296.894275	   26.1744	   18	    A+   
     0 0 0    18    13    6        6296.893552	  104.8139	   30	    A+   
     0 0 0    18    14    4        6581.055963	   59.3799	   18	    A+   
     0 0 0    18    14    5        6581.055966	  146.5331	   24	    A+   
     0 0 0    18    15    3        6868.830546	  171.9725	   18	    A+   
     0 0 0    18    15    4        6868.830544	  192.2068	   22	    A+   
     0 0 0    18    16    2        7157.348769	  223.9326	   14	    A+   
     0 0 0    18    16    3        7157.348768	  210.3859	   20	    A+   
     0 0 0    18    17    1        7443.533782	  271.3331	   13	    A+   
     0 0 0    18    17    2        7443.533781	  267.6309	   17	    A+   
     0 0 0    18    18    0        7723.825350	  316.5838	   10	    A-   
     0 0 0    18    18    1        7723.825353	  313.0413	   15	    A+   
     0 0 0    19    0    19        3675.110052	   23.1100	   61	    A+   
     0 0 0    19    1    18        4021.214635	   52.1290	   61	    A+   
     0 0 0    19    1    19        3675.111643	  100.0000	   40	    A+   
     0 0 0    19    2    17        4331.062989	   50.3449	   64	    A+   
     0 0 0    19    2    18        4021.216426	  162.3847	   39	    A+   
     0 0 0    19    3    16        4608.219860	   32.6033	   69	    A+   
     0 0 0    19    3    17        4331.086758	  173.5401	   27	    A+   
     0 0 0    19    4    15        4851.817537	   27.8041	   75	    A+   
     0 0 0    19    4    16        4608.554601	   55.2607	   41	    A+   
     0 0 0    19    5    14        5052.665236	   28.5059	   60	    A+   
     0 0 0    19    5    15        4855.149855	   44.0432	   44	    A+   
     0 0 0    19    6    13        5199.593240	   30.1579	   55	    A+   
     0 0 0    19    6    14        5074.219477	   94.2114	   42	    A+   
     0 0 0    19    7    12        5326.979630	   42.8612	   61	    A+   
     0 0 0    19    7    13        5276.800105	   98.3767	   37	    A+   
     0 0 0    19    8    11        5492.079389	   44.2296	   56	    A+   
     0 0 0    19    8    12        5481.100319	  111.0102	   37	    A+   
     0 0 0    19    9    10        5702.778482	   61.4711	   60	    A+   
     0 0 0    19    9    11        5701.275943	   74.0597	   27	    A+   
     0 0 0    19    10    9        5941.038148	   71.2994	   41	    A+   
     0 0 0    19    10    10        5940.887269	   75.7871	   26	    A+   
     0 0 0    19    11    8        6197.464460	   58.6824	   41	    A+   
     0 0 0    19    11    9        6197.453140	  101.2661	   18	    A+   
     0 0 0    19    12    7        6467.403139	  103.9778	   34	    A+   
     0 0 0    19    12    8        6467.403333	  138.9140	   12	    A+   
     0 0 0    19    13    6        6747.462953	   96.3029	   33	    A+   
     0 0 0    19    13    7        6747.462384	  107.0390	   18	    A+   
     0 0 0    19    14    5        7034.682279	  161.9426	   23	    A+   
     0 0 0    19    14    6        7034.682279	  148.8798	   11	    A-   
     0 0 0    19    15    4        7326.280348	  169.0626	   22	    A+   
     0 0 0    19    15    5        7326.280335	  158.9967	   16	    A+   
     0 0 0    19    16    3        7619.521258	  193.4792	   20	    A+   
     0 0 0    19    16    4        7619.521253	  196.9934	   14	    A+   
     0 0 0    19    17    2        7911.548308	  175.5834	   17	    A+   
     0 0 0    19    17    3        7911.548303	  194.8462	   12	    A+   
     0 0 0    19    18    1        8199.213327	  212.7932	   18	    A+   
     0 0 0    19    18    2        8199.213330	  560.7477	   9	    B   
     0 0 0    19    19    0        8478.740449	  368.9695	   12	    A-   
     0 0 0    19    19    1        8478.740449	  681.0467	   11	    A-   
     0 0 0    20    0    20        4048.247393	  100.0000	   33	    A+   
     0 0 0    20    1    19        4412.314666	  226.3562	   35	    A+   
     0 0 0    20    1    20        4048.245950	   39.7161	   51	    A+   
     0 0 0    20    2    18        4738.620111	  433.1733	   29	    A+   
     0 0 0    20    2    19        4412.312094	   32.6690	   60	    A+   
     0 0 0    20    3    17        5031.792432	  166.3256	   40	    A+   
     0 0 0    20    3    18        4738.628380	   28.2456	   58	    A+   
     0 0 0    20    4    16        5292.100581	   89.0612	   38	    A+   
     0 0 0    20    4    17        5031.973035	   35.9810	   59	    A+   
     0 0 0    20    5    15        5513.232348	  114.9302	   39	    A+   
     0 0 0    20    5    16        5294.033366	   44.0896	   61	    A+   
     0 0 0    20    6    14        5680.785424	  350.8772	   26	    A+   
     0 0 0    20    6    15        5527.041156	   46.3117	   64	    A+   
     0 0 0    20    7    13        5812.069856	  123.4545	   29	    A+   
     0 0 0    20    7    14        5739.224629	   34.9494	   67	    A+   
     0 0 0    20    8    12        5966.820237	   87.6030	   26	    A+   
     0 0 0    20    8    13        5947.300813	   77.0383	   46	    A+   
     0 0 0    20    9    11        6170.830238	   93.3911	   23	    A+   
     0 0 0    20    9    12        6167.708735	   39.8057	   52	    A+   
     0 0 0    20    10    10        6407.438896	  122.4105	   22	    A+   
     0 0 0    20    10    11        6407.075224	   69.2482	   46	    A+   
     0 0 0    20    11    9        6664.169372	  100.4730	   17	    A+   
     0 0 0    20    11    10        6664.138067	   77.5658	   34	    A+   
     0 0 0    20    12    8        6935.423490	  148.0386	   18	    A+   
     0 0 0    20    12    9        6935.422336	   62.1026	   33	    A+   
