0 0 0 3 2 1 	85.692788132		0.000010000	9
0 0 0 13 0 13 	88.971931331		0.000490011	8
0 0 0 4 2 3 	89.603723813		0.000010138	10
0 0 0 4 2 2 	89.603809140		0.000010138	11
0 0 0 5 2 4 	94.492352523		0.000200257	9
0 0 0 5 2 3 	94.492399027		0.000200257	12
0 0 0 12 1 12 	95.743143326		0.000490009	13
0 0 0 12 1 11 	96.724583220		0.000529253	6
0 0 0 6 2 5 	100.358363538		0.000200264	12
0 0 0 6 2 4 	100.358615014		0.000200264	13
0 0 0 14 0 14 	102.653413306		0.000490014	11
0 0 0 7 2 6 	107.201711568		0.000200271	13
0 0 0 7 2 5 	107.202292988		0.000200271	14
0 0 0 13 1 13 	108.367838317		0.000490011	16
0 0 0 13 1 12 	109.512480895		0.000529253	13
0 0 0 8 2 7 	115.022349577		0.000283034	10
0 0 0 8 2 6 	115.023214709		0.000283034	12
0 0 0 15 0 15 	117.310238931		0.000529258	9
0 0 0 14 1 14 	121.962320919		0.000529255	15
0 0 0 14 1 13 	123.282977388		0.000529257	12
0 0 0 9 2 8 	123.819726359		0.000346567	11
0 0 0 9 2 7 	123.821293166		0.000346567	14
0 0 0 16 0 16 	132.941942039		0.000529261	10
0 0 0 10 2 9 	133.593797324		0.000400135	12
0 0 0 10 2 8 	133.596988248		0.000400135	15
0 0 0 15 1 15 	136.526222041		0.000529258	16
0 0 0 15 1 14 	138.035215141		0.000565784	11
0 0 0 11 2 10 	144.344981904		0.000447335	12
0 0 0 11 2 9 	144.348971103		0.000447335	13
0 0 0 17 0 17 	149.548116330		0.000565788	10
0 0 0 16 1 16 	152.059237326		0.000565786	15
0 0 0 16 1 15 	153.769008466		0.000565787	12
0 0 0 12 2 11 	156.071948062		0.000490009	10
0 0 0 12 2 10 	156.077972241		0.000490009	14
0 0 0 18 0 18 	167.128339318		0.000565791	10
0 0 0 17 1 17 	168.561045306		0.000565789	13
0 0 0 13 2 12 	168.775451817		0.000490013	15
0 0 0 13 2 11 	168.783443555		0.000529253	16
0 0 0 17 1 16 	170.484182653		0.000632544	13
0 0 0 14 2 13 	182.454718406		0.000529256	11
0 0 0 14 2 12 	182.465474737		0.000529255	13
0 0 0 3 3 1 	185.280220023		0.000010000	5
0 0 0 3 3 0 	185.280220490		0.000010000	4
0 0 0 19 0 19 	185.682047632		0.000600099	9
0 0 0 18 1 18 	186.031201633		0.000600096	10
0 0 0 18 1 17 	188.180010086		0.000632547	8
0 0 0 4 3 1 	189.189513542		0.000200250	6
0 0 0 4 3 2 	189.189589002		0.000010138	6
0 0 0 5 3 2 	194.075995146		0.000200257	10
0 0 0 5 3 3 	194.076111664		0.000200257	7
0 0 0 15 2 14 	197.109462762		0.000529259	11
0 0 0 15 2 13 	197.123474612		0.000565784	9
0 0 0 6 3 3 	199.939647131		0.000200264	9
0 0 0 6 3 4 	199.939708996		0.000283024	10
0 0 0 19 1 19 	204.469427470		0.000600100	12
0 0 0 20 0 20 	205.208860490		0.000600102	7
0 0 0 7 3 4 	206.780251520		0.000200293	9
0 0 0 7 3 5 	206.780400258		0.000200311	12
0 0 0 19 1 18 	206.856308297		0.000663412	11
0 0 0 16 2 15 	212.739435885		0.000600093	10
0 0 0 16 2 14 	212.757352826		0.000565786	11
0 0 0 8 3 5 	214.597599805		0.000283034	13
0 0 0 8 3 6 	214.597968378		0.000283034	14
0 0 0 9 3 6 	223.391550881		0.000346567	9
0 0 0 9 3 7 	223.391925156		0.000346567	11
0 0 0 20 1 20 	223.875276312		0.000600157	11
0 0 0 21 0 21 	225.708205316		0.000600160	8
0 0 0 20 1 19 	226.512689215		0.000663415	10
0 0 0 17 2 16 	229.344090692		0.000600096	12
0 0 0 17 2 15 	229.366907611		0.000600095	10
0 0 0 10 3 8 	233.162249111		0.000400135	11
0 0 0 10 3 7 	233.162526925		0.000400135	11
0 0 0 11 3 8 	243.909107966		0.000447335	9
0 0 0 11 3 9 	243.909373367		0.000447335	12
0 0 0 21 1 21 	244.248310923		0.000632552	12
0 0 0 18 2 17 	246.923386468		0.000632547	9
0 0 0 18 2 16 	246.951735678		0.000600097	10
0 0 0 21 1 20 	247.148690710		0.000663467	9
0 0 0 22 0 22 	247.179522932		0.000632554	7
0 0 0 12 3 10 	255.632046100		0.000490009	10
0 0 0 12 3 9 	255.632134227		0.000490009	9
0 0 0 19 2 18 	265.476596723		0.000632550	9
0 0 0 19 2 17 	265.511672642		0.000632547	11
0 0 0 22 1 22 	265.587962747		0.000632607	11
0 0 0 13 3 11 	268.330874818		0.000490015	11
0 0 0 13 3 10 	268.330894917		0.000529253	8
0 0 0 22 1 21 	268.763732458		0.000692909	9
0 0 0 23 0 23 	269.622119738		0.000632613	10
0 0 0 14 3 11 	282.005229221		0.000529257	10
0 0 0 14 3 12 	282.005272289		0.000529258	11
0 0 0 20 2 19 	285.003561789		0.000632605	9
0 0 0 20 2 18 	285.046423720		0.000632550	12
0 0 0 23 1 23 	287.893886818		0.000663419	12
0 0 0 23 1 22 	291.357170015		0.000721241	9
0 0 0 24 0 24 	293.035507826		0.000663421	8
0 0 0 15 3 12 	296.654771556		0.000565784	8
0 0 0 15 3 13 	296.654801003		0.000565784	7
0 0 0 21 2 20 	305.503846739		0.000663417	9
0 0 0 21 2 19 	305.555654175		0.000632605	10
0 0 0 24 1 24 	311.165569615		0.000663475	11
0 0 0 16 3 13 	312.279416486		0.000565787	10
0 0 0 16 3 14 	312.279437212		0.000600095	8
0 0 0 24 1 23 	314.928804607		0.000721197	8
0 0 0 25 0 25 	317.419044614		0.000663477	8
0 0 0 22 2 21 	326.976793060		0.000663470	8
0 0 0 22 2 20 	327.039016682		0.000663417	9
0 0 0 4 4 1 	328.254903604		0.000200250	4
0 0 0 4 4 0 	328.254922915		0.000200250	4
0 0 0 17 3 15 	328.878748834		0.000600095	9
0 0 0 17 3 14 	328.878921416		0.000632544	10
0 0 0 5 4 1 	333.138625952		0.000200257	7
0 0 0 5 4 2 	333.138679947		0.000283019	6
0 0 0 25 1 25 	335.402560456		0.000692913	11
0 0 0 6 4 3 	338.998823479		0.000283024	5
0 0 0 6 4 2 	338.998904937		0.000200264	6
0 0 0 25 1 24 	339.477913145		0.000721248	8
0 0 0 26 0 26 	342.772140465		0.000692915	8
0 0 0 7 4 4 	345.835588017		0.000283029	8
0 0 0 7 4 3 	345.835621245		0.000283050	7
0 0 0 18 3 15 	346.452478676		0.000600098	11
0 0 0 18 3 16 	346.452491597		0.000632546	12
0 0 0 23 2 22 	349.421959952		0.000692911	8
0 0 0 23 2 21 	349.495855452		0.000692957	9
0 0 0 8 4 5 	353.648489030		0.000283050	11
0 0 0 8 4 4 	353.648559234		0.000283062	9
0 0 0 26 1 26 	360.604165233		0.000692966	8
0 0 0 9 4 5 	362.437381240		0.000346567	9
0 0 0 9 4 6 	362.437481237		0.000346567	12
0 0 0 19 3 17 	364.999865953		0.000632548	10
0 0 0 19 3 16 	365.000060318		0.000632574	10
0 0 0 26 1 25 	365.004188081		0.000748417	6
0 0 0 27 0 27 	369.094093206		0.000774727	6
0 0 0 10 4 7 	372.202294624		0.000400135	11
0 0 0 10 4 6 	372.202518746		0.000400135	9
0 0 0 24 2 23 	372.839068968		0.000692964	11
0 0 0 24 2 22 	372.926469829		0.000692911	11
0 0 0 11 4 7 	382.942918365		0.000447335	10
0 0 0 11 4 8 	382.943103714		0.000447335	11
0 0 0 20 3 18 	384.521062465		0.000663412	10
0 0 0 20 3 17 	384.521174541		0.000663414	12
0 0 0 27 1 27 	386.769858071		0.000721201	9
0 0 0 27 1 26 	391.506490694		0.000748466	7
0 0 0 12 4 9 	394.659148140		0.000490009	12
0 0 0 12 4 8 	394.659255893		0.000490009	7
0 0 0 28 0 28 	396.384235451		0.000800082	4
0 0 0 25 2 24 	397.227343084		0.000721199	7
0 0 0 25 2 23 	397.329922686		0.000692964	10
0 0 0 21 3 19 	405.015422441		0.000663415	12
0 0 0 21 3 18 	405.015748966		0.000663467	13
0 0 0 13 4 9 	407.350520269		0.000529253	8
0 0 0 13 4 10 	407.350601062		0.000529253	12
0 0 0 28 1 28 	413.899172770		0.000748466	6
0 0 0 28 1 27 	418.984637151		0.000774681	9
0 0 0 14 4 11 	421.016824497		0.000565781	11
0 0 0 14 4 10 	421.016853639		0.000529259	8
0 0 0 26 2 25 	422.586536675		0.000721250	8
0 0 0 26 2 24 	422.706137918		0.000721199	12
0 0 0 29 0 29 	424.641001747		0.000871895	7
0 0 0 22 3 20 	426.482315658		0.000663467	10
0 0 0 22 3 19 	426.482666561		0.000692909	10
0 0 0 15 4 12 	435.657906090		0.000565785	11
0 0 0 15 4 11 	435.657921198		0.000565786	7
0 0 0 29 1 29 	441.991444248		0.000774681	9
0 0 0 29 1 28 	447.437734826		0.000800126	6
0 0 0 27 2 26 	448.915729663		0.000748419	6
0 0 0 23 3 21 	448.921891493		0.000692983	10
0 0 0 23 3 20 	448.922224565		0.000721241	10
0 0 0 27 2 25 	449.054348793		0.000721250	11
0 0 0 16 4 12 	451.273382976		0.000600093	7
0 0 0 16 4 13 	451.273439655		0.000600093	11
0 0 0 30 0 30 	453.864831910		0.000894500	10
0 0 0 17 4 14 	467.862912587		0.000600096	10
0 0 0 17 4 13 	467.862968377		0.000632545	9
0 0 0 30 1 30 	471.045512942		0.000848647	6
0 0 0 24 3 22 	472.333203762		0.000692968	10
0 0 0 24 3 21 	472.333518796		0.000721197	8
0 0 0 28 2 27 	476.214536318		0.000774727	5
0 0 0 28 2 26 	476.374405323		0.000748419	9
0 0 0 30 1 29 	476.865256709		0.000824700	8
0 0 0 31 0 31 	484.054164623		0.000916625	5
0 0 0 18 4 14 	485.426056688		0.000632558	11
0 0 0 18 4 15 	485.426194901		0.000663409	13
0 0 0 25 3 23 	496.715722185		0.000721197	9
0 0 0 25 3 22 	496.716276995		0.000721248	9
0 0 0 31 1 31 	501.061684398		0.000871855	8
0 0 0 19 4 15 	503.962712968		0.000663411	8
0 0 0 19 4 16 	503.962758518		0.000632549	8
0 0 0 29 2 28 	504.482318531		0.000800082	6
0 0 0 29 2 27 	504.665780204		0.000774727	8
0 0 0 31 1 30 	507.266477604		0.000848647	5
0 0 0 5 5 0 	511.337559778		0.000283019	2
0 0 0 5 5 1 	511.337596431		0.000283019	2
0 0 0 32 0 32 	515.208085469		0.000894500	4
0 0 0 6 5 2 	517.193516892		0.000283024	3
0 0 0 6 5 1 	517.193550967		0.000283029	3
0 0 0 26 3 24 	522.069290967		0.000721248	7
0 0 0 26 3 23 	522.070056479		0.000748417	9
0 0 0 20 4 16 	523.472182023		0.000663413	9
0 0 0 20 4 17 	523.472439777		0.000663438	10
0 0 0 7 5 2 	524.025157362		0.000346558	2
0 0 0 7 5 3 	524.025181477		0.000283029	2
0 0 0 8 5 4 	531.832392331		0.000346579	4
0 0 0 8 5 3 	531.832437987		0.000346562	4
0 0 0 32 1 32 	532.038314985		0.000894540	5
0 0 0 30 2 29 	533.718267596		0.000824743	8
0 0 0 30 2 28 	533.927817292		0.000800082	9
0 0 0 32 1 31 	538.641035457		0.000871855	7
0 0 0 9 5 4 	540.614884965		0.000346579	3
0 0 0 9 5 5 	540.615008284		0.000346590	5
0 0 0 21 4 17 	543.954013507		0.000692904	8
0 0 0 21 4 18 	543.954238331		0.000692906	8
0 0 0 33 0 33 	547.326691575		0.000959271	4
0 0 0 27 3 25 	548.393145300		0.000748417	11
0 0 0 27 3 24 	548.393857575		0.000748466	10
0 0 0 10 5 6 	550.372606629		0.000400135	7
0 0 0 10 5 5 	550.372788388		0.000400135	5
0 0 0 11 5 6 	561.105490042		0.000447335	5
0 0 0 11 5 7 	561.105667366		0.000447335	8
0 0 0 31 2 30 	563.922129176		0.000848605	7
0 0 0 33 1 33 	563.975427353		0.000871855	8
0 0 0 31 2 29 	564.160140254		0.000824743	8
0 0 0 22 4 18 	565.408374042		0.000692907	6
0 0 0 22 4 19 	565.408723754		0.000692957	10
0 0 0 33 1 32 	570.987222596		0.000894540	5
0 0 0 12 5 8 	572.812923057		0.000490009	8
0 0 0 12 5 7 	572.813041184		0.000490009	5
0 0 0 28 3 26 	575.686897413		0.000748466	9
0 0 0 28 3 25 	575.687867600		0.000774681	8
0 0 0 34 0 34 	580.408363378		0.000871861	7
0 0 0 13 5 8 	585.495052860		0.000529253	5
0 0 0 13 5 9 	585.495147716		0.000529253	6
0 0 0 23 4 19 	587.834053891		0.000692957	6
0 0 0 23 4 20 	587.834438274		0.000721195	10
0 0 0 32 2 31 	595.092679678		0.000871895	8
0 0 0 32 2 30 	595.362388436		0.000848605	11
0 0 0 34 1 34 	596.872041342		0.000938191	6
0 0 0 14 5 10 	599.151335478		0.000565781	8
0 0 0 14 5 9 	599.151364621		0.000529267	6
0 0 0 29 3 27 	603.949857418		0.000774681	7
0 0 0 29 3 26 	603.950837671		0.000800126	9
0 0 0 34 1 33 	604.305581912		0.000916586	6
0 0 0 24 4 20 	611.231320824		0.000721266	6
0 0 0 24 4 21 	611.231777483		0.000748458	10
0 0 0 15 5 10 	613.781670149		0.000600090	5
0 0 0 15 5 11 	613.781679281		0.000565787	9
0 0 0 35 0 35 	614.452319754		0.001000101	4
0 0 0 33 2 32 	627.229780426		0.000894500	4
0 0 0 33 2 31 	627.533647396		0.000871895	7
0 0 0 16 5 11 	629.385602744		0.000600094	5
0 0 0 16 5 12 	629.385645992		0.000600095	7
0 0 0 35 1 35 	630.727810594		0.000894506	2
0 0 0 30 3 28 	633.181328527		0.000800126	5
0 0 0 30 3 27 	633.182589620		0.000824700	7
0 0 0 25 4 21 	635.599104930		0.000721252	5
0 0 0 25 4 22 	635.599609826		0.000748415	8
0 0 0 35 1 34 	638.593909975		0.000979899	4
0 0 0 17 5 13 	645.962904075		0.000600108	7
0 0 0 17 5 12 	645.962959881		0.000632544	6
0 0 0 36 0 36 	649.458086669		0.000979870	2
0 0 0 34 2 33 	660.332294925		0.000916625	6
0 0 0 34 2 32 	660.673798261		0.000894500	5
0 0 0 26 4 22 	660.937061904		0.000748415	5
0 0 0 26 4 23 	660.937683735		0.000748464	8
0 0 0 31 3 29 	663.380205177		0.000824700	6
0 0 0 31 3 28 	663.382453521		0.000848647	7
0 0 0 18 5 13 	663.513086573		0.000632547	6
0 0 0 18 5 14 	663.513224743		0.000663411	8
0 0 0 36 1 36 	665.541129754		0.000979899	4
0 0 0 36 1 35 	673.852805138		0.000959242	4
0 0 0 19 5 15 	682.035871018		0.000663423	7
0 0 0 19 5 14 	682.036083256		0.000692901	4
0 0 0 37 0 37 	685.424174530		0.001019937	3
0 0 0 27 4 23 	687.244735389		0.000748464	5
0 0 0 27 4 26 	687.245222669		0.000800078	1
0 0 0 27 4 24 	687.245599009		0.000774679	7
0 0 0 35 2 34 	694.399937809		0.000916592	5
0 0 0 32 3 30 	694.546963245		0.000848647	6
0 0 0 32 3 29 	694.549925975		0.000871855	9
0 0 0 35 2 33 	694.781977527		0.000916625	3
0 0 0 37 1 37 	701.312446669		0.000959242	4
0 0 0 20 5 16 	701.531204001		0.000692903	6
0 0 0 20 5 15 	701.531252977		0.000663414	3
0 0 0 37 1 36 	710.080497032		0.000959308	3
0 0 0 28 4 24 	714.521668140		0.000774679	5
0 0 0 28 4 25 	714.522461464		0.000774727	8
0 0 0 21 5 17 	721.997913926		0.000692905	6
0 0 0 21 5 16 	721.998224520		0.000692928	4
0 0 0 38 0 38 	722.349174282		0.001058369	2
0 0 0 33 3 31 	726.680785517		0.000871855	5
0 0 0 33 3 30 	726.683705444		0.000894540	6
0 0 0 36 2 35 	729.431159975		0.000959271	7
0 0 0 36 2 34 	729.858112130		0.000979870	2
0 0 0 38 1 38 	738.039614530		0.001000136	4
0 0 0 29 4 25 	742.767051623		0.000774727	6
0 0 0 29 4 26 	742.767933487		0.000800082	8
0 0 0 22 5 18 	743.435933495		0.000721241	5
0 0 0 22 5 17 	743.436326245		0.000748413	3
0 0 0 38 1 37 	747.276760417		0.001000073	3
0 0 0 34 3 32 	759.780090921		0.000894540	4
0 0 0 34 3 31 	759.784097949		0.000916586	5
0 0 0 39 0 39 	760.232173618		0.007144247	3
0 0 0 37 2 36 	765.426282921		0.000938161	6
0 0 0 23 5 19 	765.845386060		0.000721193	5
0 0 0 23 5 18 	765.845790618		0.000721241	4
0 0 0 37 2 35 	765.900939533		0.000979900	5
0 0 0 10 6 5 	767.245439700		0.002049417	3
0 0 0 10 6 4 	767.246717366		0.002049417	1
0 0 0 30 4 26 	771.980590291		0.000800082	7
0 0 0 30 4 27 	771.980668099		0.000824743	7
0 0 0 39 1 39 	775.722447349		0.001039300	4
0 0 0 11 6 5 	777.970953057		0.000529253	1
0 0 0 11 6 6 	777.971061007		0.000529253	2
0 0 0 39 1 38 	785.440362031		0.001039361	3
0 0 0 24 5 20 	789.224954831		0.000721241	5
0 0 0 24 5 19 	789.225399050		0.000748413	4
0 0 0 12 6 7 	789.668458534		0.000565781	4
0 0 0 12 6 6 	789.668607716		0.000565781	1
0 0 0 35 3 33 	793.845230786		0.000959250	3
0 0 0 35 3 32 	793.849610319		0.000938191	6
0 0 0 40 0 40 	799.073840310		0.002262776	3
0 0 0 31 4 27 	802.161122029		0.000824743	6
0 0 0 31 4 28 	802.161586048		0.000848605	7
0 0 0 13 6 7 	802.339065478		0.000600090	1
0 0 0 13 6 8 	802.339078449		0.000565794	2
0 0 0 38 2 37 	802.383357031		0.000979934	4
0 0 0 38 2 36 	802.910560418		0.000979870	5
0 0 0 25 5 21 	813.574681364		0.000748482	4
0 0 0 25 5 20 	813.575202377		0.000774719	4
0 0 0 40 1 40 	814.359253617		0.007147046	3
0 0 0 14 6 9 	815.983422497		0.000632541	3
0 0 0 14 6 8 	815.983469281		0.000600096	1
0 0 0 40 1 39 	824.570215414		0.001019881	2
0 0 0 36 3 34 	828.874726423		0.000916627	5
0 0 0 36 3 33 	828.880450781		0.000916594	7
0 0 0 15 6 10 	830.600555935		0.000632544	4
0 0 0 15 6 9 	830.600625992		0.000632545	1
0 0 0 32 4 29 	833.308621979		0.000871895	6
0 0 0 32 4 28 	833.308874690		0.000848605	3
0 0 0 26 5 22 	838.893630159		0.000748468	4
0 0 0 26 5 21 	838.894102669		0.000774677	4
0 0 0 39 2 38 	840.302380416		0.001019875	4
0 0 0 39 2 37 	840.885612031		0.001019937	5
0 0 0 16 6 10 	846.190574075		0.000632558	1
0 0 0 16 6 11 	846.190591748		0.000663409	3
0 0 0 41 1 41 	853.951147243		0.002253920	3
0 0 0 17 6 12 	862.753164060		0.000663412	4
0 0 0 17 6 11 	862.753354743		0.000692902	1
0 0 0 41 1 40 	864.664835396		0.007149845	3
0 0 0 37 3 35 	864.868569121		0.000959250	5
0 0 0 37 3 34 	864.874767352		0.000959281	4
0 0 0 27 5 23 	865.181660961		0.000774677	5
0 0 0 27 5 22 	865.182371074		0.000774725	4
0 0 0 33 4 29 	865.422063302		0.000871895	6
0 0 0 33 4 30 	865.422269387		0.000894500	6
0 0 0 40 2 39 	879.181208478		0.007149844	4
0 0 0 40 2 38 	879.825727349		0.001058369	1
0 0 0 18 6 12 	880.287831018		0.000692914	1
0 0 0 18 6 13 	880.288030599		0.000721188	2
0 0 0 28 5 24 	892.438183015		0.000774725	6
0 0 0 28 5 23 	892.439056248		0.000800080	4
0 0 0 42 1 42 	894.495987169		0.007155437	2
0 0 0 34 4 31 	898.500673243		0.000916625	6
0 0 0 34 4 30 	898.500930681		0.000894500	4
0 0 0 19 6 14 	898.789929415		0.002204567	3
0 0 0 38 3 36 	901.825173995		0.000959273	4
0 0 0 38 3 35 	901.832969096		0.000959242	5
0 0 0 20 6 14 	918.271983926		0.000721191	1
0 0 0 20 6 15 	918.272294520		0.000721214	3
0 0 0 41 2 40 	919.021022063		0.002245029	3
0 0 0 41 2 39 	919.729378755		0.007149844	4
0 0 0 29 5 25 	920.662792249		0.000824700	6
0 0 0 29 5 24 	920.662874469		0.000848647	4
0 0 0 43 0 43 	921.332526216		0.007166609	1
0 0 0 35 4 31 	932.544081933		0.000916625	7
0 0 0 35 4 32 	932.544374176		0.000916593	8
0 0 0 21 6 15 	938.720473495		0.000748458	1
0 0 0 21 6 16 	938.720858674		0.000774676	3
0 0 0 39 3 37 	939.744736785		0.001000073	4
0 0 0 39 3 36 	939.753249531		0.001000136	5
0 0 0 43 1 42 	947.748716216		0.007158232	2
0 0 0 30 5 26 	949.853817537		0.000800126	6
0 0 0 30 5 25 	949.854253275		0.000824700	5
0 0 0 42 2 41 	959.819628122		0.007152642	3
0 0 0 22 6 16 	960.140086060		0.000748411	1
0 0 0 22 6 17 	960.140490618		0.000748458	1
0 0 0 42 2 40 	960.597679356		0.002253921	4
0 0 0 36 4 33 	967.551458847		0.000938200	7
0 0 0 36 4 32 	967.551720786		0.000938169	6
0 0 0 44 1 44 	978.440856216		0.007163818	2
0 0 0 40 3 38 	978.625402031		0.001039361	3
0 0 0 40 3 37 	978.634009950		0.002271598	3
0 0 0 31 5 26 	980.011925064		0.000848647	4
0 0 0 31 5 27 	980.012093335		0.000824700	5
0 0 0 23 6 17 	982.529004831		0.000748458	1
0 0 0 23 6 18 	982.529449050		0.000774676	2
0 0 0 43 2 41 	1002.429036216		0.007155437	5
0 0 0 37 4 33 	1003.522188456		0.000938192	5
0 0 0 37 4 34 	1003.522413949		0.000938161	6
0 0 0 24 6 18 	1005.888041364		0.000774742	1
0 0 0 24 6 19 	1005.888525914		0.000800118	2
0 0 0 32 5 28 	1011.135425770		0.000848647	5
0 0 0 32 5 27 	1011.135733375		0.000871855	4
0 0 0 41 3 39 	1018.466289356		0.002280386	1
0 0 0 41 3 38 	1018.477667253		0.007152641	3
0 0 0 25 6 19 	1030.215880159		0.000774729	1
0 0 0 25 6 20 	1030.216305512		0.000800078	3
0 0 0 45 1 44 	1034.683796216		0.007169399	1
0 0 0 38 4 35 	1040.455421053		0.000979900	4
0 0 0 38 4 34 	1040.455573152		0.000979870	3
0 0 0 33 5 28 	1043.224453273		0.000894540	4
0 0 0 33 5 29 	1043.224690249		0.000916586	6
0 0 0 44 2 43 	1044.290496216		0.007161025	3
0 0 0 12 7 6 	1044.723806629		0.003377885	2
0 0 0 26 6 20 	1055.512250961		0.000800078	1
0 0 0 26 6 21 	1055.512948023		0.000800124	2
0 0 0 42 3 40 	1059.267768755		0.007152641	2
0 0 0 42 3 39 	1059.280999950		0.002253920	5
0 0 0 14 7 8 	1071.014623057		0.003389706	1
0 0 0 34 5 30 	1076.278274045		0.000916632	6
0 0 0 34 5 29 	1076.278566277		0.000916586	4
0 0 0 39 4 35 	1078.350153995		0.000979900	2
0 0 0 39 4 36 	1078.350299096		0.000979870	3
0 0 0 27 6 21 	1081.776883015		0.000800124	1
0 0 0 27 6 22 	1081.777756248		0.000824699	1
0 0 0 15 7 9 	1085.613394029		0.003395601	1
0 0 0 45 2 43 	1088.977416216		0.007166609	3
0 0 0 43 3 41 	1101.028229356		0.002262777	3
0 0 0 43 3 40 	1101.043711800		0.007155437	5
0 0 0 16 7 10 	1101.188635478		0.004280200	1
0 0 0 28 6 22 	1109.009392249		0.000848605	1
0 0 0 28 6 23 	1109.009474469		0.000871895	1
0 0 0 35 5 30 	1110.295821715		0.000938191	4
0 0 0 35 5 31 	1110.296083663		0.000938159	6
0 0 0 40 4 36 	1117.206086785		0.001019875	1
0 0 0 40 4 37 	1117.206179531		0.001019937	2
0 0 0 17 7 11 	1117.732679281		0.002195476	1
0 0 0 29 6 23 	1137.208137537		0.000824743	1
0 0 0 29 6 24 	1137.208573275		0.000848605	1
0 0 0 44 3 42 	1143.747136216		0.007158232	2
0 0 0 36 5 32 	1145.276528651		0.000959273	2
0 0 0 36 5 31 	1145.276772367		0.000959242	2
0 0 0 41 4 38 	1157.020339950		0.002262776	3
0 0 0 41 4 37 	1157.021852031		0.001058429	2
0 0 0 30 6 25 	1166.373515064		0.000871895	1
0 0 0 30 6 24 	1166.373683335		0.000848605	1
0 0 0 37 5 32 	1181.219714755		0.000959273	3
0 0 0 37 5 33 	1181.219903550		0.000959242	3
0 0 0 45 3 42 	1187.443196216		0.007163818	3
0 0 0 31 6 25 	1196.503975770		0.000871895	1
0 0 0 31 6 26 	1196.504283375		0.000894500	1
0 0 0 42 4 39 	1197.795714527		0.007155436	3
0 0 0 42 4 38 	1197.795939356		0.002271598	3
0 0 0 22 7 16 	1215.019404001		0.004298850	1
0 0 0 38 5 34 	1218.125483995		0.002227152	3
0 0 0 38 5 33 	1218.125629096		0.002227138	2
0 0 0 32 6 27 	1227.600023273		0.000916625	1
0 0 0 32 6 26 	1227.600260249		0.000938153	1
0 0 0 46 3 44 	1232.055936216		0.007169399	2
0 0 0 43 4 40 	1239.528879950		0.002262776	2
0 0 0 43 4 39 	1239.529158755		0.007155436	2
0 1 0 5 0 5 	1252.752075959		0.002000026	1
0 1 0 6 0 6 	1258.597989415		0.007348476	1
0 0 0 33 6 27 	1259.660384045		0.000938197	1
0 0 0 33 6 28 	1259.660676277		0.000938153	1
0 1 0 3 1 3 	1264.660743187		0.002000026	1
0 1 0 4 1 3 	1268.677061737		0.002000025	1
0 1 0 5 1 4 	1273.586271749		0.002000026	1
0 1 0 6 1 6 	1279.179462492		0.002010002	1
0 1 0 6 1 5 	1279.478084482		0.002010001	1
0 1 0 9 0 9 	1281.994949507		0.003925571	1
0 0 0 44 4 40 	1282.219809356		0.002271598	3
0 0 0 44 4 41 	1282.219891800		0.007158232	3
0 1 0 7 1 7 	1285.961642477		0.002019928	1
0 1 0 10 0 10 	1291.744358481		0.002019930	1
0 0 0 34 6 29 	1292.684291715		0.000959271	1
0 0 0 34 6 28 	1292.684553663		0.000959241	1
